neighbourhood_group,neighbourhood,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,has_review,price
Manhattan,Chelsea,Entire home/apt,1,10,0.22,1,6,1,210
Queens,Astoria,Private room,2,4,0.29,1,0,1,75
Queens,Flushing,Private room,1,98,2.32,8,79,1,50
Brooklyn,Bedford-Stuyvesant,Private room,4,11,1.2,3,0,1,55
Manhattan,Upper West Side,Entire home/apt,2,8,0.9,1,0,1,150
Queens,Flushing,Private room,2,1,0.32,1,153,1,40
Manhattan,East Village,Private room,1,3,0.21,2,0,1,75
Manhattan,Hell's Kitchen,Shared room,1,52,3.86,8,205,1,69
Brooklyn,Clinton Hill,Entire home/apt,5,0,,1,0,0,179
Brooklyn,Williamsburg,Entire home/apt,14,0,,1,38,0,300
Queens,Long Island City,Private room,2,42,3.59,2,54,1,45
Manhattan,Harlem,Private room,1,60,3.85,2,195,1,45
Brooklyn,Midwood,Private room,2,8,0.19,2,321,1,65
Manhattan,Lower East Side,Private room,1,0,,1,0,0,150
Manhattan,Hell's Kitchen,Private room,10,2,0.08,1,0,1,99
Manhattan,Upper East Side,Entire home/apt,1,1,1.0,1,130,1,150
Staten Island,Stapleton,Private room,2,26,3.92,3,305,1,85
Brooklyn,Greenpoint,Private room,2,10,0.27,1,0,1,120
Brooklyn,Gowanus,Private room,4,1,0.03,1,0,1,40
Brooklyn,Sunset Park,Private room,31,0,,1,0,0,50
Brooklyn,Bedford-Stuyvesant,Entire home/apt,2,195,3.41,1,254,1,229
Manhattan,Midtown,Private room,1,0,,1,0,0,75
Manhattan,West Village,Entire home/apt,2,3,0.34,1,0,1,250
Brooklyn,Cypress Hills,Private room,1,43,2.65,1,365,1,100
Manhattan,Financial District,Private room,3,0,,1,0,0,90
Manhattan,Upper East Side,Private room,10,1,1.0,1,34,1,99
Manhattan,Upper West Side,Entire home/apt,2,28,0.79,2,336,1,124
Bronx,Fordham,Private room,1,2,0.12,2,5,1,34
Brooklyn,Williamsburg,Private room,3,3,1.3,2,5,1,42
Manhattan,Harlem,Entire home/apt,1,30,0.82,1,0,1,136
Brooklyn,Williamsburg,Private room,7,0,,1,341,0,190
Brooklyn,Brooklyn Heights,Entire home/apt,4,48,1.73,1,172,1,270
Manhattan,Harlem,Shared room,3,168,4.6,1,248,1,49
Manhattan,Hell's Kitchen,Private room,6,62,0.76,2,80,1,95
Manhattan,Harlem,Entire home/apt,28,7,0.35,1,40,1,129
Queens,South Ozone Park,Entire home/apt,2,26,3.8,2,317,1,72
Manhattan,Upper West Side,Entire home/apt,59,0,,1,0,0,145
Brooklyn,Williamsburg,Entire home/apt,5,168,1.57,1,0,1,100
Manhattan,Harlem,Entire home/apt,30,74,1.47,4,284,1,285
Manhattan,Washington Heights,Entire home/apt,12,1,0.03,1,0,1,90
Manhattan,Harlem,Entire home/apt,3,29,0.52,2,0,1,105
Brooklyn,Williamsburg,Entire home/apt,3,1,0.02,1,0,1,150
Manhattan,Chelsea,Private room,1,10,1.09,1,0,1,91
Manhattan,Midtown,Entire home/apt,3,14,0.58,1,0,1,195
Manhattan,Little Italy,Private room,1,43,3.25,3,348,1,110
Brooklyn,Flatbush,Entire home/apt,3,4,0.11,1,0,1,115
Brooklyn,Carroll Gardens,Entire home/apt,31,121,1.33,1,305,1,275
Manhattan,West Village,Entire home/apt,3,15,2.68,2,166,1,180
Brooklyn,South Slope,Entire home/apt,2,16,0.24,2,216,1,400
Brooklyn,Greenpoint,Entire home/apt,3,0,,1,0,0,150
Brooklyn,South Slope,Entire home/apt,3,17,0.46,1,5,1,250
Bronx,Claremont Village,Private room,1,0,,2,166,0,122
Brooklyn,Prospect-Lefferts Gardens,Private room,1,0,,1,0,0,30
Manhattan,Harlem,Entire home/apt,5,27,2.95,1,88,1,180
Brooklyn,Prospect Heights,Private room,2,1,0.05,1,0,1,45
Manhattan,Murray Hill,Entire home/apt,29,0,,327,329,0,194
Manhattan,Nolita,Entire home/apt,30,0,,1,293,0,217
Manhattan,Greenwich Village,Entire home/apt,7,0,,1,0,0,400
Brooklyn,South Slope,Entire home/apt,70,3,0.08,1,0,1,70
Manhattan,Hell's Kitchen,Entire home/apt,2,23,0.32,1,365,1,300
Queens,Springfield Gardens,Private room,1,2,0.8,8,0,1,49
Manhattan,Midtown,Private room,2,0,,2,0,0,185
Manhattan,Hell's Kitchen,Private room,1,79,6.99,12,241,1,105
Manhattan,Chelsea,Entire home/apt,3,6,0.1,1,0,1,225
Brooklyn,Flatbush,Entire home/apt,5,1,0.02,1,0,1,80
Brooklyn,Bedford-Stuyvesant,Private room,1,1,1.0,1,22,1,80
Brooklyn,Midwood,Private room,4,47,1.09,1,304,1,55
Brooklyn,Cobble Hill,Entire home/apt,6,5,0.1,1,85,1,400
Manhattan,Washington Heights,Entire home/apt,2,15,1.39,1,48,1,100
Brooklyn,Williamsburg,Private room,4,3,0.16,3,0,1,90
Queens,Long Island City,Entire home/apt,5,0,,1,0,0,100
Manhattan,Upper East Side,Private room,6,18,2.32,2,14,1,99
Brooklyn,Williamsburg,Entire home/apt,2,1,0.05,1,0,1,160
Brooklyn,Williamsburg,Private room,1,33,2.75,1,19,1,60
Brooklyn,Bedford-Stuyvesant,Private room,1,148,11.68,6,174,1,40
Manhattan,Upper East Side,Entire home/apt,1,1,1.0,1,110,1,145
Brooklyn,Williamsburg,Entire home/apt,5,1,0.23,1,0,1,120
Manhattan,Upper West Side,Entire home/apt,1,7,0.13,1,0,1,189
Bronx,Pelham Bay,Private room,2,0,,1,89,0,55
Brooklyn,Bushwick,Private room,2,58,0.94,3,69,1,103
Brooklyn,Williamsburg,Private room,1,0,,1,0,0,50
Manhattan,Upper West Side,Private room,3,13,0.17,1,219,1,135
Brooklyn,Bushwick,Private room,3,2,0.08,1,0,1,60
Manhattan,Midtown,Entire home/apt,30,82,0.78,1,0,1,250
Manhattan,Morningside Heights,Private room,1,2,0.22,1,0,1,50
Manhattan,Kips Bay,Entire home/apt,2,9,0.27,1,0,1,163
Manhattan,Nolita,Entire home/apt,2,6,0.28,1,0,1,129
Brooklyn,South Slope,Entire home/apt,1,111,2.23,1,253,1,160
Manhattan,Upper East Side,Entire home/apt,30,0,,65,365,0,255
Manhattan,Harlem,Entire home/apt,1,107,1.8,1,47,1,215
Brooklyn,Williamsburg,Private room,3,17,0.5,1,4,1,90
Brooklyn,Williamsburg,Entire home/apt,4,6,0.22,1,0,1,115
Queens,Ozone Park,Entire home/apt,7,2,0.22,1,90,1,90
Brooklyn,Williamsburg,Private room,1,0,,1,0,0,250
Brooklyn,Bedford-Stuyvesant,Entire home/apt,5,105,1.77,1,6,1,117
Manhattan,Theater District,Entire home/apt,30,0,,232,337,0,353
Queens,Ridgewood,Private room,30,1,0.79,23,37,1,42
Brooklyn,Bedford-Stuyvesant,Private room,55,4,0.17,1,0,1,31
Manhattan,East Harlem,Entire home/apt,1,11,1.34,1,0,1,100
Manhattan,Hell's Kitchen,Entire home/apt,3,0,,1,0,0,175
Manhattan,Upper West Side,Entire home/apt,4,38,0.74,1,222,1,244
Manhattan,Midtown,Private room,1,0,,8,321,0,300
Brooklyn,Williamsburg,Entire home/apt,10,18,0.43,1,157,1,145
Manhattan,East Village,Entire home/apt,2,21,1.08,2,2,1,299
Brooklyn,Bedford-Stuyvesant,Private room,1,3,1.53,7,136,1,130
Manhattan,Harlem,Private room,3,3,0.45,1,0,1,65
Brooklyn,Greenpoint,Entire home/apt,3,4,0.53,1,0,1,85
Brooklyn,Bushwick,Private room,1,6,5.0,1,337,1,45
Brooklyn,Carroll Gardens,Private room,1,8,0.16,1,191,1,125
Queens,Arverne,Private room,1,44,4.57,1,155,1,50
Manhattan,Washington Heights,Private room,2,4,0.28,1,0,1,78
Manhattan,Upper East Side,Private room,3,0,,9,29,0,95
Brooklyn,Greenpoint,Entire home/apt,5,17,0.83,1,0,1,120
Manhattan,East Village,Private room,2,3,0.21,2,0,1,85
Brooklyn,Carroll Gardens,Entire home/apt,5,4,0.07,1,0,1,145
Brooklyn,Park Slope,Private room,2,25,0.36,6,89,1,115
Manhattan,Inwood,Private room,3,1,0.12,2,107,1,66
Manhattan,Harlem,Shared room,2,15,2.28,1,96,1,45
Brooklyn,Greenpoint,Entire home/apt,3,2,0.47,1,3,1,80
Manhattan,Chelsea,Entire home/apt,365,0,,1,365,0,135
Brooklyn,Bushwick,Entire home/apt,1,4,0.48,1,35,1,100
Manhattan,Lower East Side,Private room,3,27,1.11,1,0,1,155
Bronx,Longwood,Private room,1,6,2.95,2,89,1,70
Brooklyn,Crown Heights,Private room,1,0,,1,0,0,100
Brooklyn,Crown Heights,Private room,5,1,0.02,2,0,1,38
Manhattan,Midtown,Entire home/apt,30,0,,33,365,0,220
Manhattan,Harlem,Private room,2,11,1.15,1,0,1,55
Brooklyn,Greenpoint,Private room,1,0,,1,0,0,158
Manhattan,Lower East Side,Private room,2,48,1.3,1,0,1,99
Brooklyn,Bushwick,Private room,1,18,3.72,5,189,1,48
Brooklyn,Greenpoint,Entire home/apt,30,9,0.21,52,362,1,159
Brooklyn,Clinton Hill,Private room,30,46,0.9,11,317,1,95
Brooklyn,Williamsburg,Private room,3,0,,1,0,0,400
Manhattan,Harlem,Entire home/apt,2,35,0.42,1,41,1,130
Brooklyn,Bedford-Stuyvesant,Private room,2,2,0.2,2,0,1,70
Brooklyn,Prospect Heights,Entire home/apt,6,5,0.07,1,0,1,100
Queens,Ditmars Steinway,Private room,26,1,0.04,1,0,1,35
Brooklyn,Windsor Terrace,Private room,3,0,,2,0,0,65
Brooklyn,Crown Heights,Private room,5,1,0.03,1,0,1,60
Queens,Forest Hills,Entire home/apt,2,31,2.04,1,89,1,150
Brooklyn,Cypress Hills,Entire home/apt,2,34,2.8,2,120,1,90
Brooklyn,Williamsburg,Private room,2,1,0.28,2,345,1,69
Brooklyn,Crown Heights,Entire home/apt,1,7,0.15,1,0,1,105
Brooklyn,Bedford-Stuyvesant,Entire home/apt,2,18,0.44,1,0,1,142
Brooklyn,Clinton Hill,Entire home/apt,2,8,0.15,1,0,1,175
Brooklyn,Crown Heights,Private room,1,4,0.06,1,0,1,70
Manhattan,West Village,Entire home/apt,3,9,0.56,1,0,1,280
Brooklyn,Bedford-Stuyvesant,Private room,3,0,,1,0,0,52
Brooklyn,Cypress Hills,Private room,28,5,0.19,4,326,1,35
Queens,Long Island City,Private room,1,0,,5,358,0,89
Queens,Flushing,Private room,1,8,1.12,5,74,1,72
Manhattan,SoHo,Private room,2,26,0.76,2,89,1,129
Brooklyn,Windsor Terrace,Entire home/apt,3,1,0.05,1,194,1,300
Queens,Ditmars Steinway,Entire home/apt,3,6,0.28,1,15,1,95
Manhattan,Harlem,Private room,4,27,0.46,1,196,1,80
Brooklyn,Bedford-Stuyvesant,Private room,1,5,5.0,2,359,1,50
Manhattan,Midtown,Entire home/apt,5,2,0.06,1,0,1,288
Manhattan,Harlem,Private room,5,0,,1,269,0,150
Manhattan,Upper East Side,Entire home/apt,5,4,0.18,1,0,1,200
Manhattan,Harlem,Entire home/apt,3,143,2.95,1,252,1,145
Brooklyn,Fort Greene,Private room,1,0,,1,0,0,50
Brooklyn,Borough Park,Entire home/apt,1,1,1.0,1,49,1,67
Manhattan,Gramercy,Entire home/apt,3,145,3.31,1,110,1,269
Brooklyn,Greenpoint,Private room,14,22,0.25,1,268,1,79
Brooklyn,Bedford-Stuyvesant,Private room,3,54,0.77,5,316,1,70
Manhattan,Washington Heights,Entire home/apt,7,27,0.78,1,294,1,147
Brooklyn,Bushwick,Entire home/apt,4,0,,1,0,0,180
Manhattan,East Village,Private room,1,3,0.08,4,201,1,72
Brooklyn,Williamsburg,Private room,10,1,0.07,1,0,1,80
Manhattan,Financial District,Entire home/apt,2,1,0.7,327,258,1,244
Queens,Ditmars Steinway,Entire home/apt,1,81,2.98,1,202,1,99
Staten Island,Oakwood,Entire home/apt,2,2,0.06,1,36,1,100
Brooklyn,Park Slope,Entire home/apt,3,27,2.67,1,336,1,200
Bronx,Parkchester,Private room,1,10,4.92,2,352,1,45
Brooklyn,Bedford-Stuyvesant,Private room,3,5,0.14,1,0,1,40
Manhattan,Washington Heights,Entire home/apt,20,0,,1,0,0,75
Manhattan,SoHo,Entire home/apt,3,134,1.53,1,231,1,225
Brooklyn,Bedford-Stuyvesant,Entire home/apt,7,1,0.05,1,0,1,175
Brooklyn,Bedford-Stuyvesant,Entire home/apt,3,90,1.88,1,155,1,125
Manhattan,Upper East Side,Entire home/apt,10,12,0.22,1,0,1,119
Manhattan,Hell's Kitchen,Entire home/apt,30,16,0.25,39,337,1,180
Brooklyn,Bedford-Stuyvesant,Entire home/apt,3,3,0.08,1,0,1,75
Brooklyn,Bushwick,Private room,1,72,2.98,1,0,1,115
Bronx,Belmont,Private room,2,4,2.35,1,325,1,95
Queens,College Point,Entire home/apt,1,50,7.69,2,78,1,65
Brooklyn,Greenpoint,Entire home/apt,30,9,0.16,52,325,1,129
Brooklyn,East Flatbush,Private room,7,9,0.39,3,326,1,35
Brooklyn,Bushwick,Private room,1,4,0.73,5,166,1,48
Manhattan,East Harlem,Private room,1,0,,1,0,0,75
Brooklyn,Bedford-Stuyvesant,Private room,35,1,0.09,1,75,1,47
Queens,Middle Village,Entire home/apt,2,4,0.19,1,364,1,250
Brooklyn,Gowanus,Private room,2,96,2.07,1,41,1,59
Brooklyn,Bushwick,Entire home/apt,3,3,3.0,1,351,1,275
Manhattan,Upper East Side,Entire home/apt,7,3,0.21,1,0,1,125
Manhattan,Upper West Side,Entire home/apt,1,0,,1,0,0,300
Brooklyn,Williamsburg,Private room,7,5,0.14,1,3,1,60
Manhattan,East Village,Entire home/apt,1,8,4.9,1,15,1,150
Brooklyn,Bushwick,Entire home/apt,6,2,0.8,1,19,1,65
Manhattan,Chelsea,Entire home/apt,1,2,0.05,1,0,1,300
Brooklyn,Bedford-Stuyvesant,Entire home/apt,1,1,0.13,14,38,1,211
Manhattan,West Village,Private room,1,203,2.87,2,32,1,139
Queens,East Elmhurst,Private room,2,23,1.23,1,95,1,100
Brooklyn,Canarsie,Entire home/apt,3,0,,2,270,0,250
Queens,Ditmars Steinway,Entire home/apt,28,49,0.53,1,313,1,75
Manhattan,Upper East Side,Private room,1,0,,1,0,0,154
Brooklyn,Bedford-Stuyvesant,Entire home/apt,3,89,1.53,1,32,1,128
Brooklyn,Red Hook,Entire home/apt,1,7,0.52,1,0,1,200
Manhattan,Civic Center,Entire home/apt,2,0,,1,89,0,300
Brooklyn,Crown Heights,Private room,3,1,0.04,1,0,1,145
Brooklyn,Prospect Heights,Entire home/apt,30,13,0.34,1,319,1,250
Manhattan,East Village,Entire home/apt,2,29,0.59,1,0,1,280
Brooklyn,South Slope,Private room,1,18,1.65,2,308,1,60
Brooklyn,Cypress Hills,Shared room,1,64,2.02,6,0,1,25
Queens,Elmhurst,Private room,2,3,1.67,1,0,1,70
Brooklyn,Bedford-Stuyvesant,Private room,2,34,3.29,1,9,1,42
Manhattan,Inwood,Entire home/apt,2,15,0.62,1,161,1,110
Manhattan,Harlem,Private room,5,1,0.07,1,0,1,50
Bronx,Williamsbridge,Entire home/apt,2,83,5.19,1,329,1,85
Manhattan,Upper East Side,Entire home/apt,4,1,0.05,1,0,1,200
Brooklyn,Windsor Terrace,Entire home/apt,15,53,0.75,1,5,1,125
Manhattan,East Village,Shared room,15,0,,2,0,0,100
Manhattan,East Village,Private room,1,8,0.35,2,0,1,78
Manhattan,Harlem,Private room,3,9,0.11,1,329,1,79
Manhattan,Upper West Side,Private room,1,3,0.53,1,0,1,50
Brooklyn,Bedford-Stuyvesant,Entire home/apt,1,20,2.22,1,19,1,110
Brooklyn,Bedford-Stuyvesant,Entire home/apt,4,8,0.15,1,279,1,299
Manhattan,Morningside Heights,Private room,1,1,0.02,1,0,1,70
Queens,Long Island City,Private room,2,43,2.02,1,8,1,76
Queens,Jamaica,Private room,1,138,8.87,6,177,1,60
Queens,Astoria,Entire home/apt,5,15,0.19,1,260,1,140
Manhattan,East Harlem,Private room,1,1,1.0,4,87,1,125
Manhattan,East Village,Private room,30,3,1.76,1,84,1,61
Manhattan,Lower East Side,Entire home/apt,3,100,1.06,1,191,1,200
Brooklyn,Bedford-Stuyvesant,Entire home/apt,3,18,2.19,1,307,1,135
Brooklyn,Flatlands,Private room,1,2,0.06,1,364,1,92
Bronx,City Island,Private room,1,6,1.65,2,359,1,95
Queens,Sunnyside,Shared room,1,25,1.56,1,5,1,50
Manhattan,East Village,Entire home/apt,1,5,1.47,4,233,1,250
Brooklyn,Bedford-Stuyvesant,Entire home/apt,5,10,0.49,1,0,1,175
Brooklyn,Cypress Hills,Private room,7,1,0.22,1,0,1,35
Brooklyn,Clinton Hill,Entire home/apt,1,3,0.4,1,0,1,105
Manhattan,Upper East Side,Private room,1,6,0.66,1,0,1,75
Manhattan,Upper West Side,Private room,1,3,0.63,1,151,1,180
Brooklyn,Williamsburg,Private room,30,17,0.26,2,230,1,64
Brooklyn,Bedford-Stuyvesant,Private room,2,1,0.57,2,54,1,85
Manhattan,Financial District,Entire home/apt,30,4,0.35,1,322,1,265
Brooklyn,Greenpoint,Private room,3,3,0.12,1,0,1,40
Manhattan,East Harlem,Private room,2,20,4.38,1,52,1,77
Manhattan,SoHo,Private room,14,0,,2,133,0,75
Manhattan,Midtown,Entire home/apt,2,0,,1,0,0,200
Manhattan,Harlem,Private room,1,15,3.36,7,351,1,77
Manhattan,West Village,Private room,4,1,0.04,1,0,1,100
Manhattan,Greenwich Village,Entire home/apt,3,5,0.16,1,38,1,315
Manhattan,East Harlem,Private room,3,2,2.0,3,242,1,80
Queens,Ridgewood,Private room,30,3,0.86,23,311,1,42
Manhattan,East Harlem,Private room,2,53,0.86,4,0,1,60
Manhattan,Financial District,Private room,1,0,,1,0,0,115
Manhattan,West Village,Private room,1,1,0.02,1,0,1,80
Manhattan,East Village,Entire home/apt,10,18,0.28,1,281,1,160
Manhattan,Chinatown,Entire home/apt,31,6,0.09,1,365,1,249
Brooklyn,Bedford-Stuyvesant,Private room,30,4,0.37,2,21,1,50
Bronx,Belmont,Private room,2,1,0.25,2,0,1,99
Manhattan,Washington Heights,Entire home/apt,180,4,0.15,19,331,1,67
Manhattan,Hell's Kitchen,Entire home/apt,2,14,0.95,1,87,1,300
Manhattan,Upper East Side,Entire home/apt,7,13,0.34,1,0,1,75
Brooklyn,Bensonhurst,Private room,3,1,0.05,2,61,1,35
Brooklyn,Bay Ridge,Private room,4,27,1.44,2,176,1,79
Manhattan,Harlem,Private room,2,5,0.55,1,135,1,100
Manhattan,Harlem,Entire home/apt,1,35,1.63,4,361,1,130
Queens,Flushing,Entire home/apt,1,72,1.37,6,257,1,259
Manhattan,Lower East Side,Entire home/apt,1,4,2.55,1,0,1,125
Queens,Woodhaven,Entire home/apt,2,85,2.4,3,311,1,65
Manhattan,Hell's Kitchen,Shared room,1,1,1.0,6,24,1,69
Manhattan,Flatiron District,Entire home/apt,2,33,0.84,1,346,1,375
Queens,Elmhurst,Entire home/apt,2,1,0.03,1,0,1,78
Brooklyn,Crown Heights,Private room,2,5,0.38,1,0,1,44
Brooklyn,Williamsburg,Entire home/apt,2,7,0.15,1,0,1,200
Queens,Jamaica,Entire home/apt,2,40,4.44,1,123,1,65
Brooklyn,Greenpoint,Private room,2,2,0.05,1,0,1,80
Queens,Long Island City,Entire home/apt,14,0,,1,0,0,150
Manhattan,Harlem,Entire home/apt,1,3,0.07,1,0,1,65
Manhattan,Chelsea,Entire home/apt,2,0,,1,0,0,200
Manhattan,Harlem,Entire home/apt,2,143,5.77,3,197,1,179
Brooklyn,Bushwick,Private room,2,1,0.02,2,0,1,45
Queens,Jamaica,Entire home/apt,1,259,12.99,1,307,1,96
Manhattan,Little Italy,Private room,31,0,,1,83,0,140
Manhattan,West Village,Entire home/apt,1,108,1.35,1,305,1,210
Brooklyn,Bushwick,Private room,2,8,3.38,2,292,1,50
Queens,Sunnyside,Private room,2,10,0.78,1,44,1,65
Manhattan,Harlem,Private room,2,80,1.71,1,347,1,65
Queens,Astoria,Entire home/apt,6,38,0.67,1,306,1,98
Brooklyn,Sheepshead Bay,Entire home/apt,1,35,2.91,2,97,1,83
Manhattan,Two Bridges,Entire home/apt,3,1,0.03,1,0,1,124
Brooklyn,Bedford-Stuyvesant,Entire home/apt,2,23,3.47,1,75,1,188
Brooklyn,Williamsburg,Private room,1,6,0.24,1,0,1,80
Manhattan,West Village,Entire home/apt,2,42,2.27,1,141,1,245
Manhattan,East Harlem,Entire home/apt,6,7,0.21,1,0,1,155
Manhattan,Chinatown,Private room,1,105,4.19,2,87,1,90
Manhattan,Midtown,Entire home/apt,3,0,,1,0,0,400
Brooklyn,Crown Heights,Entire home/apt,2,49,3.31,3,210,1,150
Manhattan,Harlem,Private room,1,0,,1,56,0,70
Manhattan,Midtown,Private room,1,0,,1,0,0,65
Manhattan,Hell's Kitchen,Entire home/apt,1,81,2.96,2,0,1,134
Manhattan,Kips Bay,Entire home/apt,4,0,,1,77,0,300
Manhattan,Gramercy,Entire home/apt,3,12,0.81,1,0,1,220
Queens,Astoria,Entire home/apt,7,5,0.1,1,0,1,112
Brooklyn,Borough Park,Private room,1,0,,6,365,0,69
Brooklyn,Crown Heights,Entire home/apt,5,8,0.32,1,0,1,95
Manhattan,Harlem,Entire home/apt,1,4,4.0,1,139,1,200
Manhattan,Financial District,Entire home/apt,29,0,,327,354,0,124
Manhattan,Murray Hill,Entire home/apt,29,0,,327,329,0,192
Manhattan,Chelsea,Entire home/apt,7,55,1.12,1,13,1,220
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,1,81,3.5,1,35,1,90
Queens,Astoria,Private room,1,94,2.91,2,0,1,55
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,2,1,0.16,2,219,1,115
Manhattan,Upper West Side,Entire home/apt,1,0,,1,0,0,180
Manhattan,Gramercy,Private room,3,22,0.46,1,0,1,295
Brooklyn,Bedford-Stuyvesant,Private room,2,0,,2,17,0,105
Manhattan,Marble Hill,Entire home/apt,3,43,1.18,1,317,1,131
Manhattan,Gramercy,Entire home/apt,30,0,,1,119,0,125
Manhattan,East Harlem,Entire home/apt,4,1,0.02,1,0,1,115
Brooklyn,Flatbush,Entire home/apt,1,0,,1,0,0,85
Brooklyn,Bushwick,Private room,21,24,0.49,8,114,1,53
Brooklyn,Bushwick,Shared room,1,1,0.02,1,0,1,45
Queens,Elmhurst,Private room,1,9,0.29,4,0,1,53
Queens,Astoria,Private room,5,4,1.29,1,150,1,60
Brooklyn,Bushwick,Private room,5,1,0.21,1,53,1,70
Brooklyn,Bedford-Stuyvesant,Private room,7,0,,1,0,0,40
Queens,Sunnyside,Private room,7,6,0.18,1,337,1,33
Manhattan,East Harlem,Private room,3,218,2.63,2,12,1,92
Brooklyn,Bedford-Stuyvesant,Private room,2,1,0.03,1,0,1,37
Manhattan,Midtown,Entire home/apt,4,0,,1,0,0,190
Brooklyn,Clinton Hill,Entire home/apt,4,7,0.26,2,0,1,197
Brooklyn,Bedford-Stuyvesant,Entire home/apt,3,2,0.11,1,0,1,150
Manhattan,East Harlem,Private room,1,4,0.14,1,0,1,91
Queens,Astoria,Entire home/apt,1,196,3.44,1,316,1,96
Manhattan,Harlem,Private room,2,0,,1,0,0,69
Manhattan,Harlem,Private room,1,8,0.4,1,0,1,50
Manhattan,Chinatown,Private room,3,1,0.03,1,0,1,70
Brooklyn,Bushwick,Private room,5,18,0.77,1,66,1,60
Brooklyn,Bedford-Stuyvesant,Entire home/apt,2,8,0.69,1,0,1,158
Queens,Flushing,Entire home/apt,1,104,4.44,1,90,1,120
Manhattan,Midtown,Entire home/apt,1,2,0.05,1,0,1,175
Manhattan,Upper West Side,Private room,14,0,,1,87,0,99
Brooklyn,Crown Heights,Entire home/apt,1,3,0.08,1,0,1,113
Queens,Long Island City,Private room,4,21,0.41,1,89,1,90
Brooklyn,Flatbush,Private room,1,0,,1,0,0,50
Manhattan,Gramercy,Entire home/apt,7,0,,1,12,0,250
Queens,Ridgewood,Entire home/apt,1,14,2.8,1,2,1,150
Manhattan,Harlem,Entire home/apt,3,222,2.1,2,232,1,155
Manhattan,Hell's Kitchen,Entire home/apt,45,6,0.21,12,267,1,150
Brooklyn,Crown Heights,Entire home/apt,5,35,1.81,2,12,1,149
Manhattan,Harlem,Entire home/apt,2,0,,3,0,0,199
Manhattan,East Village,Entire home/apt,4,1,0.05,1,0,1,150
Manhattan,Harlem,Private room,5,5,0.1,1,0,1,75
Brooklyn,Sunset Park,Entire home/apt,1,0,,1,0,0,60
Brooklyn,Bedford-Stuyvesant,Private room,2,16,0.37,1,0,1,52
Brooklyn,Flatbush,Private room,2,45,2.06,4,17,1,45
Brooklyn,Bushwick,Private room,5,9,0.6,2,336,1,75
Manhattan,Harlem,Private room,4,0,,1,0,0,70
Manhattan,Hell's Kitchen,Private room,1,63,1.84,2,19,1,106
Brooklyn,Williamsburg,Private room,3,2,0.19,1,0,1,75
Queens,Astoria,Entire home/apt,4,0,,1,0,0,98
Brooklyn,Park Slope,Private room,31,0,,1,340,0,50
Brooklyn,Williamsburg,Entire home/apt,3,7,1.42,1,3,1,140
Brooklyn,Sunset Park,Private room,1,1,0.02,1,0,1,150
Manhattan,Washington Heights,Private room,1,11,0.3,1,0,1,75
Staten Island,St. George,Private room,2,166,1.66,1,312,1,70
Queens,Corona,Shared room,1,1,1.0,8,343,1,29
Manhattan,Kips Bay,Entire home/apt,30,0,,232,157,0,273
Brooklyn,South Slope,Entire home/apt,3,4,0.48,5,41,1,169
Brooklyn,Bedford-Stuyvesant,Private room,4,0,,1,179,0,150
Brooklyn,East Flatbush,Private room,2,10,0.47,4,41,1,59
Manhattan,Roosevelt Island,Private room,7,0,,1,0,0,78
Queens,Ditmars Steinway,Private room,4,16,1.67,1,23,1,65
Manhattan,Theater District,Private room,14,0,,3,35,0,70
Queens,Astoria,Private room,3,47,1.41,2,176,1,99
Queens,Ridgewood,Private room,2,4,0.55,1,0,1,43
Manhattan,Washington Heights,Entire home/apt,4,10,0.6,1,4,1,120
Brooklyn,Williamsburg,Entire home/apt,2,9,0.2,1,0,1,240
Manhattan,Harlem,Private room,3,1,0.04,1,0,1,60
Brooklyn,Williamsburg,Entire home/apt,2,2,0.05,1,0,1,175
Bronx,Fordham,Private room,3,0,,10,89,0,55
Brooklyn,Bushwick,Entire home/apt,2,115,5.92,2,6,1,84
Manhattan,Washington Heights,Private room,5,23,2.47,1,255,1,65
Queens,Ditmars Steinway,Private room,1,1,0.03,1,0,1,100
Manhattan,Upper West Side,Entire home/apt,7,34,0.78,1,147,1,250
Brooklyn,South Slope,Entire home/apt,2,137,2.79,1,250,1,218
Manhattan,Nolita,Entire home/apt,1,28,2.52,1,45,1,220
Manhattan,Harlem,Entire home/apt,3,6,0.44,1,8,1,100
Brooklyn,East New York,Private room,1,173,4.69,3,162,1,135
Bronx,Westchester Square,Private room,1,26,2.65,2,123,1,28
Manhattan,Harlem,Entire home/apt,28,35,2.72,1,50,1,200
Manhattan,Harlem,Entire home/apt,5,38,0.44,1,253,1,135
Manhattan,East Village,Private room,1,0,,1,0,0,57
Brooklyn,Williamsburg,Entire home/apt,2,29,1.1,1,1,1,94
Staten Island,Tottenville,Entire home/apt,3,1,1.0,1,128,1,70
Manhattan,Upper West Side,Entire home/apt,150,0,,1,365,0,120
Manhattan,Chelsea,Entire home/apt,3,4,0.33,1,0,1,255
Manhattan,Hell's Kitchen,Private room,3,15,1.3,47,238,1,50
Queens,Springfield Gardens,Private room,2,36,1.03,3,357,1,44
Brooklyn,Bushwick,Private room,30,1,0.75,9,45,1,37
Brooklyn,Bedford-Stuyvesant,Entire home/apt,3,10,0.46,1,158,1,165
